"","site","sampling_zone","disturbance","chamber_no","co2_mg_c_m2_h","ch4_mg_c_m2_h","n2o_mg_m2_h","tsurf_water_degc","cond_uscm.1","ph","do_mgl.1","area_km2","depth_m"
"198","LBL","3_undisturbed","undisturbed",2,4.66744915455744,-0.0375314469850057,0.00575311192104124,7,90,NA,NA,0.0071,0.26
"199","LBL","3_undisturbed","undisturbed",3,3.39529076662157,-0.0471933278671298,0.00481725936289055,7,90,NA,NA,0.0071,0.26
"200","LBL","3_undisturbed","undisturbed",4,4.18031828664105,-1.74276235533228,0.00969975315047418,7,90,NA,NA,0.0071,0.26
"201","LBL","3_undisturbed","undisturbed",1,6.95396296325135,0.0429428202490345,0.0015593564651812,20,60,6.6,5.3,0.0071,0.26
"202","LBL","3_undisturbed","undisturbed",2,4.97835508159349,0.110456416634451,6.03074961032264e-05,20,60,6.6,5.3,0.0071,0.26
"203","LBL","3_undisturbed","undisturbed",3,2.87929658359522,0.0782276840846003,0.0137781430093263,20,60,6.6,5.3,0.0071,0.26
"204","LBL","3_undisturbed","undisturbed",4,2.47263787569623,0.08996318969897,0.0118438418125039,20,60,6.6,5.3,0.0071,0.26
"205","LBL","3_undisturbed","undisturbed",1,0.846770119884367,0.0648819875491655,-0.000288528237122568,21.1,60,7.4,4.8,0.0071,0.26
"206","LBL","3_undisturbed","undisturbed",2,1.01776108172114,-0.0619241995452954,-0.00121807408720429,21.1,60,7.4,4.8,0.0071,0.26
"207","LBL","3_undisturbed","undisturbed",3,12.8606956511374,0.434026376019876,0.0020396527885635,21.1,60,7.4,4.8,0.0071,0.26
"208","LBL","3_undisturbed","undisturbed",4,-37.8438622891303,0.0818334050025764,-0.0065927760031586,21.1,60,7.4,4.8,0.0071,0.26
"209","LBL","3_undisturbed","undisturbed",1,16.7330160474151,-0.160502132989017,0.00719240775210771,19.5,90,NA,5.3,0.0071,0.26
"210","LBL","3_undisturbed","undisturbed",2,6.53619534757192,NA,-0.0110545535885363,19.5,90,NA,5.3,0.0071,0.26
"211","LBL","3_undisturbed","undisturbed",3,10.8947549399531,0.0698776221501185,-0.00412254664603359,19.5,90,NA,5.3,0.0071,0.26
"212","LBL","3_undisturbed","undisturbed",4,15.7515021128168,0.316223329891302,0.000619987766697846,19.5,90,NA,5.3,0.0071,0.26
"213","LBL","3_undisturbed","undisturbed",1,12.5369720549682,0.732193177095162,-0.0182113432129255,20.8,90,7.1,4.8,0.0071,0.26
"214","LBL","3_undisturbed","undisturbed",2,9.9255136523808,0.186966277635593,1.31755547181742,20.8,90,7.1,4.8,0.0071,0.26
"215","LBL","3_undisturbed","undisturbed",3,11.8252009173901,4.17918499522736,1.35321113982625,20.8,90,7.1,4.8,0.0071,0.26
"216","LBL","3_undisturbed","undisturbed",4,9.09678271289465,0.013506958183681,0.820435942248957,20.8,90,7.1,4.8,0.0071,0.26
