"","collar_id","site","sampling_zone","vegetated","nee_mg_c_m2_h","er_mg_c_m2_h","ch4_mg_c_m2_h","vwc_perc_mean","frost_cm_mean","soil_temp_surface_degc","average_t_out","average_par_out","green_perc"
"171","LBI3","LBL","undisturbed","y",-96.23621162,73.06496484,-0.015391078,31.5282235804444,55.3333333333333,14.3,19.4977466666667,227.533333333333,37.5
"172","LBI2","LBL","undisturbed","y",86.5934503,80.87695044,-0.03133265,24.1666666666667,46.3333333333333,13.9,19.2718,153.533333333333,13.6
"173","LBI1","LBL","undisturbed","y",9.335383131,85.41854629,-0.013261843,25.2102176004444,31.6666666666667,13.4,18.9637333333333,167.875,8.6
"174","BBS4","BBL","disturbed","y",-106.9468982,65.35839171,-0.006661929,32.6,62.6666666666667,12.1,19.03476,240.625,30.5
"175","BBS3","BBL","disturbed","n",-11.53223701,22.29740624,-0.001742579,46.4333333333333,53.6666666666667,12.3,18.6877633333333,247.508333333333,0
"176","BBS2","BBL","disturbed","y",-116.7510282,69.37941432,-0.003232988,35.9333333333333,68.6666666666667,15.1,19.2787566666667,283.016666666667,24.8
"177","BBS1","BBL","disturbed","n",-12.29403169,30.95168637,-0.002066816,44.3333333333333,63.6666666666667,14.9,18.8292633333333,224.316666666667,1
"178","BBI1","BBL","undisturbed","y",-27.31515691,55.29458426,-0.060938604,27.2,68.6666666666667,10.9,20.1638633333333,429.208333333333,5
"179","BBI2","BBL","undisturbed","y",-72.09981434,67.25063458,-0.119302656,22.1333333333333,53.6666666666667,9.2,21.21542,430.216666666667,8.5
"180","BBI3","BBL","undisturbed","y",-166.925187,105.8808579,-0.041451145,20.5333333333333,52.6666666666667,12,20.7885433333333,368.1,22.9
"181","BBI4","BBL","undisturbed","y",34.51106441,49.65183168,-0.02394761,27.2,48.6666666666667,10.4,20.4354966666667,328.65,3.6
"182","LBI2","LBL","undisturbed","y",-44.33288003,147.0394294,-0.030111433,28.0333333333333,55.3333333333333,14.517,24.36666,851.866666666667,12.9
"183","LBI1","LBL","undisturbed","y",-85.62307858,162.6675632,-0.026158256,22.1375949337778,49.3333333333333,13.654,25.2466466666667,780.208333333333,12.1
"184","LBI3","LBL","undisturbed","y",-272.9081469,NA,-0.027349362,66.7996281937778,75,NA,25.46947,771.133333333333,30.5
"185","LBI4","LBL","undisturbed","y",0.000930446,NA,-0.025994047,22.1666666666667,73.3333333333333,NA,25.65257,809.541666666667,NA
"186","LBS4","LBL","disturbed","y",-215.9958073,180.3258045,-0.003504812,26.1725768444444,66.6666666666667,NA,25.86651,758.783333333333,24.7
